# Kind	Namespace	Name	Path	Justification
class	ShelteredAPI.Scenarios.Domain.Assets	SpritePatchDefinition	ShelteredAPI/Scenarios/Domain/Assets/SpritePatchDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Assets	SpritePatchDeltaRun	ShelteredAPI/Scenarios/Domain/Assets/SpritePatchDeltaRun.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Assets	SpritePatchOperation	ShelteredAPI/Scenarios/Domain/Assets/SpritePatchOperation.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Bunker	ScenarioBunkerBoundaryDefinition	ShelteredAPI/Scenarios/Domain/Bunker/ScenarioBunkerBoundaryDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Bunker	ScenarioBunkerCellDefinition	ShelteredAPI/Scenarios/Domain/Bunker/ScenarioBunkerCellDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Bunker	ScenarioBunkerExpansionDefinition	ShelteredAPI/Scenarios/Domain/Bunker/ScenarioBunkerExpansionDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Bunker	ScenarioBunkerGridDefinition	ShelteredAPI/Scenarios/Domain/Bunker/ScenarioBunkerGridDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Bunker	ScenarioFoundationDefinition	ShelteredAPI/Scenarios/Domain/Bunker/ScenarioFoundationDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Compatibility	ScenarioModDependencyDefinition	ShelteredAPI/Scenarios/Domain/Compatibility/ScenarioModDependencyDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Conditions	ScenarioConditionGroup	ShelteredAPI/Scenarios/Domain/Conditions/ScenarioConditionGroup.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Conditions	ScenarioConditionRef	ShelteredAPI/Scenarios/Domain/Conditions/ScenarioConditionRef.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Conditions	ScenarioGateDefinition	ShelteredAPI/Scenarios/Domain/Conditions/ScenarioGateDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Effects	ScenarioEffectDefinition	ShelteredAPI/Scenarios/Domain/Effects/ScenarioEffectDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Map	ExpeditionRouteDefinition	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Map	MapAuthoringDefinition	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Map	MapBoundaryDefinition	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Map	MapEncounterEntryDefinition	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Map	MapEncounterTableDefinition	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Map	MapLocationDefinition	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Map	MapLootEntryDefinition	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Map	MapLootTableDefinition	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Map	MapMarkerDefinition	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Map	MapPointDefinition	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Map	MapTerrainPatchDefinition	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Objects	ScenarioObjectIdentity	ShelteredAPI/Scenarios/Domain/Objects/ScenarioObjectIdentity.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Scheduling	ScenarioScheduledActionDefinition	ShelteredAPI/Scenarios/Domain/Scheduling/ScenarioScheduledActionDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Scheduling	ScenarioSchedulePolicy	ShelteredAPI/Scenarios/Domain/Scheduling/ScenarioSchedulePolicy.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Scheduling	ScenarioScheduleTime	ShelteredAPI/Scenarios/Domain/Scheduling/ScenarioScheduleTime.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Stages	ScenarioStageDefinition	ShelteredAPI/Scenarios/Domain/Stages/ScenarioStageDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Stages	ScenarioStageRegistry	ShelteredAPI/Scenarios/Domain/Stages/ScenarioStageRegistry.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Timeline	ScenarioTimelineDay	ShelteredAPI/Scenarios/Domain/Timeline/ScenarioTimelineDay.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Domain.Timeline	ScenarioTimelineEntry	ShelteredAPI/Scenarios/Domain/Timeline/ScenarioTimelineEntry.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Infrastructure.Unity	ShelteredScenarioDefBuilder	ShelteredAPI/Scenarios/Infrastructure/Unity/ShelteredScenarioDefBuilder.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Infrastructure.Unity	ShelteredScenarioDefBuilderCompatibility	ShelteredAPI/Scenarios/Infrastructure/Unity/ShelteredScenarioDefBuilder.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Public	ShelteredCustomScenarioBase	ShelteredAPI/Scenarios/Public/IShelteredCustomScenario.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Public	ShelteredScenarioAuthoring	ShelteredAPI/Scenarios/Public/ShelteredScenarioAuthoring.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Public	ShelteredScenarioRegistration	ShelteredAPI/Scenarios/Public/ShelteredScenarioRegistration.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Public	ShelteredScenarioRuntime	ShelteredAPI/Scenarios/Public/ShelteredScenarioRuntime.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Scenarios.Public	ShelteredScenarios	ShelteredAPI/Scenarios/Public/ShelteredScenarios.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI	UICloneOptions	ShelteredAPI/UI/UIExtensionContracts.cs	Options DTO for focused safe Unity/NGUI visual-template cloning through ShelteredUI.
class	ShelteredAPI.UI	UICloneResult	ShelteredAPI/UI/UIExtensionContracts.cs	Best-effort clone result DTO exposing the intentional Unity GameObject escape hatch and warnings.
class	ShelteredAPI.UI	UIColorSnapshot	ShelteredAPI/UI/UIExtensionContracts.cs	Opaque color/tween state token for restoring temporary Sheltered UI visual changes.
class	ShelteredAPI.UI	UIOperationResult	ShelteredAPI/UI/UIExtensionContracts.cs	Best-effort UI operation result DTO exposing affected counts and warnings.
class	ShelteredAPI.UI	ShelteredUI	ShelteredAPI/UI/ShelteredUI.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI	UITakeoverSession	ShelteredAPI/UI/UITakeover.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	ContainerUiAction	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	ContainerUiItem	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	ContainerUiRequest	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	ContainerUiTransferContext	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	CraftingUiIngredient	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	CraftingUiCraftContext	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	CraftingUiRecipe	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	CraftingUiRequest	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	ObjectPanelContext	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	ObjectPanelRegistration	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	RuntimePanelOptions	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	RuntimePanelStyle	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	RuntimeUiHandle	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.UI.Runtime	ShelteredRuntimeUI	ShelteredAPI/UI/Runtime/ShelteredRuntimeUI.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Storage	CharacterItemAssignment	ShelteredAPI/Storage/CharacterItemAssignmentContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Storage	ItemStoreItem	ShelteredAPI/Storage/ItemStoreContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Storage	ItemStoreSnapshot	ShelteredAPI/Storage/ItemStoreContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Storage	ItemReservationResult	ShelteredAPI/Storage/ItemStoreContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Storage	ItemTransferResult	ShelteredAPI/Storage/ItemStoreContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Storage	ShelteredCharacterItems	ShelteredAPI/Storage/ShelteredCharacterItems.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Storage	ShelteredStores	ShelteredAPI/Storage/ShelteredStores.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Workstations	CookingCraftContext	ShelteredAPI/Workstations/CookingWorkstationContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Workstations	CookingStationJobOptions	ShelteredAPI/Workstations/CookingWorkstationContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Workstations	CookingStationContext	ShelteredAPI/Workstations/CookingWorkstationContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Workstations	CookingStationRecipe	ShelteredAPI/Workstations/CookingWorkstationContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Workstations	CookingStationRegistration	ShelteredAPI/Workstations/CookingWorkstationContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Workstations	CookingStationRequest	ShelteredAPI/Workstations/CookingWorkstationContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
class	ShelteredAPI.Workstations	ShelteredCooking	ShelteredAPI/Workstations/ShelteredCooking.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Characters.Abstractions	CharacterLocation	ShelteredAPI/Characters/Abstractions/ICharacterProxy.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Characters.Abstractions	CharacterSource	ShelteredAPI/Characters/Abstractions/ICharacterProxy.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Characters.Abstractions	CharacterState	ShelteredAPI/Characters/Abstractions/ICharacterProxy.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Characters.Abstractions	RemovalReason	ShelteredAPI/Characters/Abstractions/ICharacterEffect.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Characters.Abstractions	StackBehavior	ShelteredAPI/Characters/Abstractions/ICharacterEffect.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Content	CraftStation	ShelteredAPI/Content/ContentRegistry.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Content	ItemCategory	ShelteredAPI/Content/ContentRegistry.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Content	TopographyType	ShelteredAPI/Content/ContentRegistry.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Events	TimeTriggerCadence	ShelteredAPI/Events/GameTimeTriggerHelper.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Events	TimeTriggerKind	ShelteredAPI/Events/GameTimeTriggerHelper.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Input	InputContext	ShelteredAPI/Input/InputContext.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Interactions	ObjectButtonInsertMode	ShelteredAPI/Interactions/ObjectButtonInjector.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Queues	PlayerQueueCancelState	ShelteredAPI/Queues/PlayerQueueContracts.cs	Copied cancellation state reported for a player queue entry snapshot.
enum	ShelteredAPI.Queues	PlayerQueueChangeKind	ShelteredAPI/Queues/PlayerQueueContracts.cs	Queue-change classification exposed by ShelteredQueues notifications.
enum	ShelteredAPI.Queues	PlayerQueueEntryState	ShelteredAPI/Queues/PlayerQueueContracts.cs	Copied lifecycle state reported for a player queue entry snapshot.
enum	ShelteredAPI.Saves	SaveSlotUsage	ShelteredAPI/Saves/Models.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Storage	CharacterItemAssignmentKind	ShelteredAPI/Storage/CharacterItemAssignmentContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Storage	CharacterItemSlot	ShelteredAPI/Storage/CharacterItemAssignmentContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Storage	ItemStoreKind	ShelteredAPI/Storage/ItemStoreContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Saves.Paging	ModCompareStatus	ShelteredAPI/Saves/Paging/SaveVerification.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Saves.Paging	VerificationState	ShelteredAPI/Saves/Paging/SaveVerification.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Definitions	ScenarioBaseGameMode	ShelteredAPI/Scenarios/Definitions/ScenarioDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Definitions	ScenarioGender	ShelteredAPI/Scenarios/Definitions/ScenarioDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Definitions	ScenarioInventoryChangeKind	ShelteredAPI/Scenarios/Definitions/ScenarioDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Definitions	ScenarioPlacementDefinitionKind	ShelteredAPI/Scenarios/Definitions/ScenarioPlacementDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Definitions	ScenarioScoreCompletionState	ShelteredAPI/Scenarios/Definitions/ScenarioDefinition.cs	Public custom-scenario scoring DTO intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Definitions	ScenarioSpriteTargetComponentKind	ShelteredAPI/Scenarios/Definitions/ScenarioDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Assets	SpritePatchOperationKind	ShelteredAPI/Scenarios/Domain/Assets/SpritePatchOperation.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Bunker	ScenarioBunkerBuildPhase	ShelteredAPI/Scenarios/Domain/Bunker/ScenarioBunkerCellDefinition.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Compatibility	ScenarioModDependencyKind	ShelteredAPI/Scenarios/Domain/Compatibility/ScenarioModDependencyKind.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Compatibility	ScenarioModReferenceReason	ShelteredAPI/Scenarios/Domain/Compatibility/ScenarioModReferenceReason.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Conditions	ScenarioConditionGroupMode	ShelteredAPI/Scenarios/Domain/Conditions/ScenarioConditionKind.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Conditions	ScenarioConditionKind	ShelteredAPI/Scenarios/Domain/Conditions/ScenarioConditionKind.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Effects	ScenarioEffectKind	ShelteredAPI/Scenarios/Domain/Effects/ScenarioEffectKind.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Map	MapBoundaryKind	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Map	MapMarkerKind	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Map	MapTerrainBrushShape	ShelteredAPI/Scenarios/Domain/Map/ScenarioMapDefinitions.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Objects	ScenarioObjectStartState	ShelteredAPI/Scenarios/Domain/Objects/ScenarioObjectStartState.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Stages	ScenarioStageKind	ShelteredAPI/Scenarios/Domain/Stages/ScenarioStageKind.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Timeline	ScenarioTimelineEntryKind	ShelteredAPI/Scenarios/Domain/Timeline/ScenarioTimelineEntryKind.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.Scenarios.Domain.Timeline	ScenarioTimelineEntryStatus	ShelteredAPI/Scenarios/Domain/Timeline/ScenarioTimelineEntryKind.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
enum	ShelteredAPI.UI	UIButtonBindingMode	ShelteredAPI/UI/UIExtensionContracts.cs	Explicit replace-or-append policy for mod-owned button click binding.
enum	ShelteredAPI.UI.Runtime	ContainerUiTransferDirection	ShelteredAPI/UI/Runtime/RuntimeUiContracts.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Characters.Abstractions	ICharacterAttributes	ShelteredAPI/Characters/Abstractions/ICharacterAttributes.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Characters.Abstractions	ICharacterData	ShelteredAPI/Characters/Abstractions/ICharacterData.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Characters.Abstractions	ICharacterDefinition	ShelteredAPI/Characters/Abstractions/ICharacterProxy.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Characters.Abstractions	ICharacterEffect	ShelteredAPI/Characters/Abstractions/ICharacterEffect.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Characters.Abstractions	ICharacterEffectContext	ShelteredAPI/Characters/Abstractions/ICharacterEffect.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Characters.Abstractions	ICharacterEffects	ShelteredAPI/Characters/Abstractions/ICharacterEffects.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Characters.Abstractions	ICharacterProxy	ShelteredAPI/Characters/Abstractions/ICharacterProxy.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Content	IShelteredAssetLoadingService	ShelteredAPI/Content/ShelteredContentServices.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Content	IShelteredContentRegistrationService	ShelteredAPI/Content/ShelteredContentServices.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Content	IShelteredContentService	ShelteredAPI/Content/ShelteredContentServices.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Content	IShelteredInventoryService	ShelteredAPI/Content/ShelteredContentServices.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Content	IShelteredLocalizationService	ShelteredAPI/Content/ShelteredContentServices.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Content	IShelteredRecipeLootMutationService	ShelteredAPI/Content/ShelteredContentServices.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.GameState	IReadOnlyEncounterState	ShelteredAPI/GameState/ManagerStateHelper.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.GameState	IReadOnlyExplorationState	ShelteredAPI/GameState/ManagerStateHelper.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.GameState	IReadOnlyFamilyRoster	ShelteredAPI/GameState/ManagerStateHelper.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.GameState	IReadOnlyGameTime	ShelteredAPI/GameState/ManagerStateHelper.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.GameState	IReadOnlyInventory	ShelteredAPI/GameState/ManagerStateHelper.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.GameState	IReadOnlyWeatherState	ShelteredAPI/GameState/ManagerStateHelper.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
interface	ShelteredAPI.Saves	ICustomSaveMetaProvider	ShelteredAPI/Saves/Models.cs	Public ShelteredAPI facade, service contract, DTO, or compatibility type intentionally exposed to mods.
